age,monthly_income,debt_to_income_ratio,credit_score,loan_amount,interest_rate,loan_term,installment,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,loan_paid_back,gender_encoded,marital_status_Divorced,marital_status_Married,marital_status_Single,marital_status_Widowed,education_level_encoded,employment_status_encoded,subgrade,grade_encoded,loan_purpose_Business,loan_purpose_Car,loan_purpose_Debt consolidation,loan_purpose_Education,loan_purpose_Home,loan_purpose_Medical,loan_purpose_Other,loan_purpose_Vacation
65,1325.62,0.12,850,26891.52,9.3,60,562.15,5,18690.36,10777.16,1,0,1,1,False,False,True,False,2.0,0,4,1,False,False,True,False,False,False,False,False
56,8137.59,0.151,691,12480.32,12.87,36,419.73,5,129403.5,23105.56,1,0,1,0,False,False,True,False,2.0,0,2,3,False,False,True,False,False,False,False,False
50,2560.3,0.214,760,20981.59,8.09,36,658.36,4,49939.18,35404.27,1,0,1,0,False,False,True,False,2.0,0,4,2,True,False,False,False,False,False,False,False
75,8827.24,0.158,626,20692.12,14.32,36,710.43,1,97722.89,26218.51,1,0,0,1,False,True,False,False,3.0,2,4,4,False,False,True,False,False,False,False,False
69,4399.91,0.063,606,6901.88,10.69,36,224.95,2,58950.36,37752.58,5,0,0,1,False,True,False,False,3.0,4,2,5,False,False,True,False,False,False,False,False
75,2181.27,0.413,747,19526.97,10.21,36,632.01,3,35044.9,28190.53,6,0,0,0,True,False,False,False,2.0,4,4,2,False,True,False,False,False,False,False,False
53,4416.46,0.086,670,3989.51,12.28,60,89.31,9,36625.8,13562.4,2,0,1,1,True,False,False,False,3.0,1,2,3,False,False,True,False,False,False,False,False
38,6648.47,0.097,659,23756.21,9.9,36,765.43,3,48867.53,8961.21,1,0,1,0,False,True,False,False,1.0,0,1,4,False,False,True,False,False,False,False,False
72,1259.45,0.127,683,15016.0,13.13,60,342.66,4,25658.6,17141.95,1,0,0,0,False,False,True,False,1.0,0,4,3,False,False,False,False,False,False,True,False
69,3232.78,0.144,667,20085.56,13.67,36,683.26,9,49692.81,17417.82,3,0,1,0,False,True,False,False,3.0,2,1,4,False,False,False,False,False,False,True,False
48,5631.85,0.076,695,9106.29,11.65,60,200.96,6,44326.89,39551.76,3,0,1,1,False,False,True,False,1.0,1,3,3,False,False,True,False,False,False,False,False
67,2463.41,0.024,763,13322.55,10.69,36,434.21,2,41350.85,23677.96,1,0,1,1,False,True,False,False,3.0,2,5,2,False,True,False,False,False,False,False,False
31,1374.18,0.386,746,19336.94,11.35,36,636.28,7,21759.52,17473.7,1,0,1,1,False,False,True,False,2.0,0,3,2,False,False,False,False,False,True,False,False
74,10345.36,0.187,740,8007.22,11.53,36,264.16,4,137330.79,123312.37,2,0,1,1,False,True,False,False,2.0,0,4,2,False,False,False,False,False,False,True,False
65,1023.94,0.327,687,12832.66,10.85,60,278.05,4,16208.89,8005.21,2,0,1,0,True,False,False,False,3.0,0,2,3,False,True,False,False,False,False,False,False
53,2505.98,0.082,767,21311.22,8.77,36,675.41,4,24564.21,6768.99,2,0,1,0,False,False,True,False,3.0,0,3,2,False,False,True,False,False,False,False,False
37,2898.16,0.066,813,14692.58,9.96,36,473.81,6,55934.86,28903.95,3,0,1,1,False,True,False,False,3.0,0,5,1,False,False,False,False,False,False,True,False
26,10630.63,0.155,745,15293.91,9.41,60,320.53,4,74444.02,4276.14,1,0,1,1,False,True,False,False,2.0,0,2,2,False,False,False,False,True,False,False,False
24,796.39,0.337,792,6671.76,10.34,60,142.87,6,19729.46,1540.62,0,0,1,1,False,False,True,False,2.0,0,4,2,False,False,False,False,False,False,True,False
40,2998.64,0.318,619,14765.54,12.03,60,328.68,9,40434.59,20691.03,3,0,1,2,True,False,False,False,0.0,2,5,4,False,True,False,False,False,False,False,False
68,2064.21,0.021,743,28183.62,11.49,60,619.69,10,44464.4,30099.71,1,0,1,1,False,False,True,False,2.0,4,4,2,False,True,False,False,False,False,False,False
67,2056.56,0.244,661,13996.54,12.1,36,465.55,4,17855.1,2060.26,5,0,1,0,False,False,True,False,2.0,0,3,4,False,False,False,False,True,False,False,False
47,7736.32,0.128,524,8471.31,9.67,36,272.03,5,106658.53,95632.9,1,1,1,0,False,True,False,False,3.0,0,3,6,False,False,True,False,False,False,False,False
35,1688.61,0.07,758,899.68,12.99,36,30.31,5,22360.07,12949.12,5,0,1,0,False,False,True,False,2.0,2,1,2,False,False,False,False,False,False,True,False
26,1423.56,0.449,660,18390.02,12.6,36,616.1,6,17333.14,7586.51,4,0,1,0,False,False,True,False,2.0,0,5,4,False,False,True,False,False,False,False,False
67,1493.94,0.378,774,19192.52,10.39,36,622.81,5,25395.85,18133.7,2,2,1,1,False,True,False,False,2.0,0,5,2,False,False,True,False,False,False,False,False
34,3339.86,0.016,717,14668.74,10.48,36,476.63,5,33606.13,7951.04,4,0,1,0,False,True,False,False,2.0,0,4,3,False,False,True,False,False,False,False,False
31,2981.05,0.083,739,16659.06,13.48,60,383.15,4,31782.26,16241.63,1,0,1,1,False,True,False,False,1.0,2,3,3,False,False,False,True,False,False,False,False
59,2577.13,0.225,640,500.0,10.32,36,16.21,6,49539.28,5800.51,1,0,0,0,False,True,False,False,1.0,4,4,4,False,False,True,False,False,False,False,False
29,2197.96,0.422,580,17822.5,14.29,36,611.64,2,28099.28,8725.37,5,0,1,1,False,False,True,False,3.0,2,1,5,False,False,False,False,False,False,True,False
46,7098.59,0.133,764,27172.82,10.83,60,588.5,3,60596.54,55758.25,1,0,1,0,False,True,False,False,2.0,0,5,2,False,False,True,False,False,False,False,False
36,928.4,0.097,684,500.0,12.54,36,16.74,3,10710.2,1868.61,2,0,1,1,False,False,True,False,1.0,0,1,3,False,False,False,False,False,False,False,True
25,6255.7,0.037,711,22338.23,8.7,36,707.23,3,70227.88,3626.85,3,1,1,0,False,False,False,True,2.0,1,4,3,False,False,True,False,False,False,False,False
72,1307.16,0.01,729,11934.99,13.63,60,275.42,5,21251.43,3044.28,2,0,1,1,False,False,True,False,1.0,2,2,3,False,False,False,False,False,False,True,False
30,5764.45,0.052,654,31702.11,14.83,36,1096.33,4,85928.49,5190.05,2,0,1,0,False,False,True,False,3.0,2,2,4,False,False,True,False,False,False,False,False
70,4920.91,0.111,630,9160.28,11.09,36,300.29,3,58506.45,22230.28,1,0,0,0,True,False,False,False,2.0,4,4,4,False,True,False,False,False,False,False,False
23,4418.89,0.276,683,21197.48,12.95,36,713.72,2,66839.34,30076.9,1,0,1,1,False,False,False,True,2.0,1,4,3,False,False,True,False,False,False,False,False
33,2866.07,0.262,648,22623.94,12.72,60,511.53,6,38188.77,17000.14,2,0,1,0,False,True,False,False,1.0,0,2,4,False,True,False,False,False,False,False,False
63,2339.49,0.033,571,20672.99,12.45,36,691.09,4,39989.94,2655.6,0,0,1,0,False,False,True,False,3.0,0,2,6,False,False,True,False,False,False,False,False
69,3390.72,0.041,592,18526.33,17.34,36,663.65,3,56588.21,31335.56,0,0,1,1,False,True,False,False,0.0,0,4,5,False,False,True,False,False,False,False,False
50,5946.81,0.072,638,1824.91,11.65,36,60.31,8,44652.37,35779.65,0,0,1,0,False,False,True,False,3.0,1,3,4,False,False,True,False,False,False,False,False
74,2500.25,0.1,766,5819.38,11.2,36,191.07,6,39805.09,20181.79,1,0,1,0,False,True,False,False,2.0,0,1,2,False,False,False,False,True,False,False,False
65,2225.3,0.131,607,20234.14,14.29,36,694.41,5,42917.03,28621.27,1,0,0,0,False,False,True,False,3.0,0,3,5,False,False,True,False,False,False,False,False
26,2949.4,0.296,807,20664.03,8.27,36,650.11,8,54700.95,33475.28,2,1,1,1,False,False,True,False,1.0,0,1,1,False,False,True,False,False,False,False,False
37,2589.63,0.11,609,15079.15,13.39,36,510.91,0,19041.01,4376.97,2,0,1,1,False,True,False,False,1.0,3,1,5,False,False,True,False,False,False,False,False
65,2744.27,0.101,650,18325.79,13.19,36,619.15,4,35913.22,33069.93,3,0,1,0,False,False,True,False,2.0,0,5,4,False,False,True,False,False,False,False,False
71,8172.26,0.375,526,41542.58,14.17,36,1423.26,2,143017.04,49498.04,2,0,0,1,False,True,False,False,1.0,2,5,6,False,False,False,False,False,False,False,True
73,1903.87,0.288,795,13226.03,7.18,36,409.47,7,31370.33,27753.76,3,0,1,0,False,True,False,False,1.0,1,5,2,False,True,False,False,False,False,False,False
39,6450.24,0.223,501,21269.0,17.7,60,536.63,5,55223.29,48510.86,1,1,1,1,False,True,False,False,2.0,0,4,6,False,False,False,False,False,True,False,False
62,5267.85,0.01,629,16292.95,14.99,36,564.72,6,81008.71,48502.82,0,0,1,1,False,False,True,False,2.0,0,2,4,True,False,False,False,False,False,False,False
55,1274.46,0.078,629,12093.55,15.72,36,423.5,12,19874.27,17801.98,1,0,1,0,False,True,False,False,3.0,0,2,4,False,False,False,False,True,False,False,False
66,1972.42,0.155,728,29217.25,12.15,60,652.14,6,24491.17,6941.26,3,0,0,0,False,False,True,False,1.0,4,2,3,False,False,False,True,False,False,False,False
46,2936.15,0.244,702,21538.9,15.25,60,515.24,2,29872.08,6924.74,1,1,1,0,False,False,True,False,0.0,0,1,3,False,True,False,False,False,False,False,False
71,2919.65,0.311,754,500.0,13.23,36,16.9,5,45577.37,40743.79,2,0,1,1,False,True,False,False,2.0,2,2,2,False,False,False,False,False,False,True,False
25,2197.85,0.028,731,13631.17,12.82,36,458.11,5,26076.92,22479.49,1,0,1,1,False,False,True,False,2.0,0,1,3,False,False,True,False,False,False,False,False
49,5558.27,0.168,766,13619.38,10.36,36,441.76,3,63392.2,15990.08,1,0,1,1,False,False,True,False,1.0,2,2,2,False,False,True,False,False,False,False,False
57,3417.51,0.388,624,19130.18,11.94,60,424.96,4,36898.87,16438.12,3,0,0,0,False,False,True,False,2.0,4,2,4,False,False,True,False,False,False,False,False
40,3160.35,0.242,762,7712.53,10.74,36,251.55,6,36318.37,9400.59,2,0,1,0,True,False,False,False,0.0,0,3,2,False,False,False,False,False,False,True,False
69,6586.29,0.427,743,9345.63,13.72,36,318.14,4,115402.32,15348.39,2,0,1,0,True,False,False,False,3.0,0,1,2,False,True,False,False,False,False,False,False
41,1956.93,0.259,639,500.0,11.93,36,16.59,2,15925.81,11344.84,2,0,0,1,False,True,False,False,1.0,2,4,4,False,False,True,False,False,False,False,False
30,2140.77,0.122,620,19571.48,14.75,36,676.06,5,42659.74,20335.88,1,1,1,0,False,False,True,False,2.0,0,5,4,False,False,True,False,False,False,False,False
25,2395.82,0.295,671,4611.73,14.19,60,107.76,4,37570.87,22488.07,2,0,1,1,False,False,True,False,2.0,0,3,3,False,True,False,False,False,False,False,False
56,1309.45,0.155,686,12350.77,5.4,36,372.39,4,12407.93,3945.54,1,0,1,0,False,False,True,False,1.0,0,1,3,False,True,False,False,False,False,False,False
26,2986.59,0.18,656,25129.71,15.72,36,880.02,4,48002.29,24252.35,2,0,1,1,False,False,True,False,2.0,2,1,4,False,False,True,False,False,False,False,False
46,4402.92,0.357,556,18094.09,17.3,36,647.81,7,53439.83,21119.04,4,0,1,0,False,False,True,False,2.0,0,4,6,False,False,False,False,False,False,True,False
24,1415.75,0.228,721,1389.17,10.07,36,44.87,3,14870.48,1340.76,1,0,1,1,False,True,False,False,2.0,0,2,3,False,False,False,False,False,False,False,True
59,1612.79,0.226,667,24408.07,13.36,60,559.87,3,28233.07,26368.9,1,0,1,1,False,True,False,False,1.0,0,1,4,False,False,False,False,False,True,False,False
59,3101.71,0.115,599,1309.76,16.91,36,46.64,3,49525.1,12870.64,2,0,1,1,False,False,True,False,1.0,0,3,5,False,False,True,False,False,False,False,False
70,3717.12,0.327,569,20495.6,15.99,36,720.46,3,56744.44,42921.01,4,1,1,1,False,True,False,False,2.0,0,4,6,False,False,True,False,False,False,False,False
55,2607.82,0.279,717,18067.16,13.53,36,613.38,2,28101.49,26516.12,1,0,1,1,False,True,False,False,1.0,0,3,3,False,True,False,False,False,False,False,False
21,2391.41,0.296,690,27277.46,15.85,60,661.16,2,36840.23,12932.53,2,0,1,1,False,True,False,False,2.0,0,5,3,False,False,True,False,False,False,False,False
44,6800.43,0.432,601,638.32,14.97,36,22.12,2,78747.69,24783.54,3,0,1,1,False,False,True,False,3.0,0,3,5,False,False,False,True,False,False,False,False
56,2134.52,0.049,652,19913.48,10.79,36,649.96,3,35337.91,20212.04,3,0,1,0,True,False,False,False,2.0,0,1,4,False,False,False,False,False,True,False,False
26,7502.17,0.097,702,17362.13,14.13,36,594.49,3,77999.97,7498.34,0,0,1,1,False,True,False,False,2.0,0,1,3,False,True,False,False,False,False,False,False
61,2157.58,0.058,665,13066.3,9.86,36,420.75,6,40079.26,13924.76,2,0,1,0,False,False,True,False,2.0,2,1,4,False,False,True,False,False,False,False,False
74,4129.21,0.067,743,7330.28,10.49,36,238.22,10,42832.61,31883.14,2,0,1,1,False,True,False,False,0.0,0,1,2,False,True,False,False,False,False,False,False
66,2126.29,0.275,633,8162.62,12.91,60,185.35,6,38710.21,5377.27,1,0,1,0,False,False,True,False,3.0,0,2,4,False,False,True,False,False,False,False,False
64,2338.88,0.188,769,20156.99,11.12,36,661.06,5,32651.74,21029.96,7,0,1,0,False,True,False,False,0.0,0,2,2,False,False,False,False,False,False,False,True
51,2068.4,0.092,652,22022.1,12.36,36,735.24,4,22366.87,18435.18,1,0,1,1,False,True,False,False,2.0,0,1,4,False,False,False,False,False,False,True,False
40,4685.23,0.137,764,26506.25,12.22,36,883.17,3,71772.32,57393.69,0,0,1,0,False,True,False,False,1.0,0,1,2,False,False,True,False,False,False,False,False
44,8046.02,0.155,644,7281.35,13.96,60,169.27,9,149434.82,56592.18,5,0,1,1,False,True,False,False,1.0,0,3,4,False,False,False,False,False,True,False,False
45,3219.41,0.12,682,22338.66,12.72,36,749.67,3,55800.8,47082.59,3,2,1,0,False,True,False,False,3.0,0,5,3,False,False,False,True,False,False,False,False
56,1614.36,0.139,611,27018.66,15.8,36,947.23,3,18061.26,4053.48,2,0,1,0,False,False,True,False,2.0,0,2,4,False,False,True,False,False,False,False,False
41,4410.61,0.08,825,11453.99,8.61,36,362.16,10,70245.85,65804.6,0,0,1,1,False,False,True,False,2.0,0,5,1,False,False,True,False,False,False,False,False
50,7336.1,0.315,673,14982.82,10.21,60,319.89,0,93637.85,10247.45,3,0,0,1,False,False,True,False,0.0,4,5,3,False,False,True,False,False,False,False,False
44,5105.32,0.215,612,36717.09,15.24,36,1277.13,5,51957.31,36978.51,1,0,0,1,False,False,True,False,1.0,4,4,4,False,True,False,False,False,False,False,False
64,1319.88,0.132,656,5308.85,12.54,60,119.55,2,20474.43,3196.51,2,0,0,1,False,False,True,False,2.0,4,2,4,False,True,False,False,False,False,False,False
62,2098.63,0.152,736,5000.69,9.96,60,106.15,9,36927.84,16745.64,1,0,1,0,False,True,False,False,3.0,0,3,3,False,False,False,False,False,True,False,False
50,1856.47,0.258,603,21134.82,16.3,60,517.33,1,34309.71,8285.43,0,0,1,1,False,False,True,False,3.0,0,4,5,False,False,False,False,True,False,False,False
42,3135.48,0.288,690,23339.71,12.29,36,778.45,6,38810.65,5301.16,1,1,1,1,False,True,False,False,2.0,0,1,3,False,False,False,False,True,False,False,False
48,4271.27,0.268,737,10025.25,5.94,36,304.72,3,61688.16,27447.43,3,0,1,1,False,True,False,False,2.0,0,5,3,False,True,False,False,False,False,False,False
27,5908.17,0.138,613,25813.81,13.91,36,881.13,3,56314.31,45855.58,3,0,1,1,False,False,True,False,1.0,0,3,4,False,False,False,False,True,False,False,False
55,3849.44,0.167,657,20207.51,13.65,36,687.21,7,41361.44,14159.51,2,0,0,1,False,True,False,False,2.0,3,1,4,False,False,True,False,False,False,False,False
75,7509.53,0.103,651,17670.17,16.59,60,435.26,5,51962.04,33641.23,2,0,1,0,True,False,False,False,2.0,2,5,4,True,False,False,False,False,False,False,False
48,9178.49,0.086,602,24000.36,14.47,36,825.76,2,69000.11,17470.61,2,0,1,1,False,False,True,False,3.0,0,1,5,False,False,True,False,False,False,False,False
34,7160.1,0.251,547,16362.73,16.95,36,582.97,1,120237.63,62009.49,2,0,1,0,True,False,False,False,1.0,0,5,6,False,False,False,False,True,False,False,False
30,2019.47,0.06,762,18805.29,9.35,60,393.57,2,24506.45,17677.06,1,0,1,1,False,True,False,False,3.0,0,5,2,False,False,False,False,False,True,False,False
36,4599.29,0.14,730,3360.33,12.87,36,113.01,4,77453.68,26561.57,2,0,1,1,False,True,False,False,3.0,0,4,3,False,False,True,False,False,False,False,False
36,4209.44,0.039,766,20187.39,14.44,36,694.28,3,33040.79,27616.32,1,0,1,0,False,False,True,False,2.0,0,4,2,False,True,False,False,False,False,False,False
74,9430.18,0.045,664,500.0,9.76,36,16.08,2,169386.13,79210.7,0,0,1,1,False,True,False,False,2.0,0,3,4,True,False,False,False,False,False,False,False
51,19882.77,0.012,707,2716.12,9.99,36,87.63,6,289508.21,48247.84,1,0,1,1,False,True,False,False,2.0,0,5,3,False,True,False,False,False,False,False,False
62,2416.2,0.301,700,14304.57,15.16,36,496.99,5,46318.4,22513.99,1,0,1,0,False,True,False,False,3.0,0,4,3,False,False,True,False,False,False,False,False
45,3490.77,0.198,689,9569.14,13.3,36,323.81,6,34021.6,1800.2,1,0,0,0,False,True,False,False,0.0,0,5,3,False,True,False,False,False,False,False,False
33,3307.7,0.206,445,33258.59,18.54,60,854.35,3,38185.3,16931.03,3,0,1,1,False,True,False,False,2.0,0,4,6,False,False,False,False,True,False,False,False
26,6396.5,0.162,690,10960.26,16.3,36,386.96,2,81729.51,21055.01,3,0,1,0,False,False,True,False,2.0,0,3,3,False,True,False,False,False,False,False,False
64,2900.05,0.159,668,28755.36,14.56,36,990.63,2,26971.79,24995.64,1,2,0,0,False,False,True,False,2.0,0,1,4,False,False,True,False,False,False,False,False
29,4738.68,0.249,583,5072.13,14.72,36,175.13,4,59671.88,23797.3,1,0,1,1,False,False,True,False,3.0,0,4,5,True,False,False,False,False,False,False,False
65,3205.67,0.092,566,500.0,15.02,36,17.34,3,25223.25,14009.44,2,0,0,1,False,True,False,False,1.0,0,4,6,False,False,True,False,False,False,False,False
56,1267.16,0.224,702,18538.71,11.29,36,609.48,4,13148.95,12446.21,2,0,1,1,False,False,True,False,3.0,0,4,3,False,False,True,False,False,False,False,False
63,3102.37,0.213,686,19515.72,15.04,36,676.9,7,37572.15,13844.34,1,0,1,1,False,False,True,False,3.0,0,5,3,False,False,True,False,False,False,False,False
40,3571.03,0.321,701,7818.31,12.81,36,262.71,4,51702.27,42870.26,2,0,0,0,False,False,True,False,3.0,0,3,3,False,False,True,False,False,False,False,False
38,3711.19,0.216,758,16170.59,12.22,36,538.8,6,66672.92,35834.28,4,0,1,0,False,True,False,False,3.0,0,3,2,False,True,False,False,False,False,False,False
63,5902.2,0.206,775,17809.03,9.64,60,375.24,13,89887.09,64928.22,3,0,1,0,False,True,False,False,2.0,0,5,2,False,False,False,False,False,True,False,False
41,2479.57,0.011,620,47471.69,13.16,36,1603.17,6,39297.97,35598.04,1,0,0,1,False,False,False,True,2.0,4,1,4,False,False,False,False,False,True,False,False
24,1693.08,0.203,660,11943.13,13.47,36,405.12,5,31949.42,29107.97,0,0,1,1,False,True,False,False,1.0,0,2,4,False,False,False,False,False,False,False,True
70,7500.69,0.076,727,20797.59,13.55,60,479.09,5,121290.58,106420.86,2,0,1,0,False,True,False,False,2.0,0,2,3,False,False,True,False,False,False,False,False
53,2429.18,0.2,798,2104.34,10.83,60,45.58,3,22807.83,11392.25,3,0,1,1,False,False,True,False,2.0,0,3,2,False,False,False,False,False,False,True,False
47,3593.02,0.35,772,8797.23,10.48,60,189.0,5,68102.84,49206.56,3,0,1,0,False,False,True,False,1.0,0,4,2,False,False,True,False,False,False,False,False
27,3334.25,0.137,660,23749.86,10.92,36,776.64,6,39090.57,35384.81,2,0,0,0,False,False,True,False,2.0,4,1,4,False,False,True,False,False,False,False,False
26,1285.51,0.195,678,24822.85,9.62,36,796.54,6,22377.68,9892.5,2,0,1,0,False,True,False,False,2.0,1,4,3,False,False,False,False,True,False,False,False
35,7726.61,0.117,728,4626.03,10.94,60,100.44,3,65277.22,10718.41,2,0,1,1,False,True,False,False,1.0,0,4,3,False,False,True,False,False,False,False,False
38,3839.42,0.117,633,14938.7,12.07,60,332.83,5,71183.77,31745.87,1,0,0,1,False,False,True,False,2.0,4,2,4,False,False,True,False,False,False,False,False
52,4661.01,0.228,784,19974.83,10.5,36,649.23,6,60563.02,35446.8,3,0,1,0,False,False,True,False,1.0,2,5,2,False,True,False,False,False,False,False,False
31,6880.58,0.094,742,20851.84,9.43,36,667.26,6,52110.47,23371.84,1,0,1,0,False,True,False,False,1.0,4,1,2,False,False,True,False,False,False,False,False
40,2974.78,0.1,634,1059.13,15.58,36,37.02,0,47443.3,41277.74,3,0,1,0,False,False,True,False,3.0,0,2,4,True,False,False,False,False,False,False,False
44,4623.36,0.08,712,20734.71,12.18,36,690.47,3,84854.94,29446.12,3,0,1,1,False,True,False,False,2.0,2,1,3,False,False,True,False,False,False,False,False
35,3592.05,0.179,775,15571.43,9.85,36,501.35,3,66432.89,30154.34,1,0,1,0,False,False,True,False,2.0,0,1,2,False,False,False,False,True,False,False,False
68,5218.97,0.015,733,21380.57,9.57,36,685.58,4,58201.51,46085.25,2,0,1,0,False,True,False,False,1.0,3,2,3,False,False,True,False,False,False,False,False
27,2603.23,0.111,672,9484.58,9.17,36,302.36,2,36455.0,25245.02,1,0,1,1,False,True,False,False,2.0,2,2,3,False,False,True,False,False,False,False,False
41,8365.76,0.162,643,20218.95,16.18,60,493.62,2,117677.61,81832.3,6,0,1,0,False,True,False,False,1.0,0,4,4,False,False,False,False,True,False,False,False
62,1645.25,0.089,620,14447.16,12.33,60,323.78,6,15913.69,2430.21,1,0,0,0,False,False,True,False,1.0,4,3,4,False,False,True,False,False,False,False,False
46,7440.43,0.035,777,16230.09,12.78,36,545.14,7,60772.49,6304.09,1,0,1,1,False,False,True,False,2.0,1,1,2,False,False,False,False,True,False,False,False
64,7819.22,0.246,511,13130.59,19.48,36,484.51,6,88100.82,78180.71,2,0,1,1,False,True,False,False,3.0,0,3,6,False,False,False,False,False,False,True,False
34,3926.25,0.185,537,27443.39,14.26,36,941.42,6,40678.47,16685.06,2,0,1,0,False,True,False,False,1.0,0,3,6,False,False,True,False,False,False,False,False
57,3118.97,0.129,762,500.0,11.7,60,11.05,1,46784.83,21963.4,1,0,1,1,False,True,False,False,1.0,3,5,2,False,True,False,False,False,False,False,False
41,7403.17,0.269,635,20438.14,12.9,36,687.66,6,72299.88,10086.78,3,0,1,0,False,True,False,False,1.0,0,4,4,False,False,True,False,False,False,False,False
38,5717.46,0.34,576,11132.84,12.76,36,373.82,8,105323.14,34025.98,4,0,0,1,False,False,True,False,2.0,2,3,6,True,False,False,False,False,False,False,False
25,1973.04,0.1,711,33244.98,12.25,36,1108.18,3,37275.76,30339.87,1,0,1,1,False,True,False,False,1.0,0,3,3,False,False,False,False,False,False,True,False
23,4526.92,0.1,688,10902.28,13.2,60,249.18,8,76527.39,31014.32,2,1,1,2,False,True,False,False,1.0,0,4,3,False,False,True,False,False,False,False,False
43,2799.05,0.061,654,20654.3,15.38,36,719.84,5,31423.86,8096.89,1,0,1,0,False,True,False,False,0.0,0,1,4,False,False,False,False,True,False,False,False
46,4201.01,0.109,638,9808.68,12.59,36,328.56,3,42257.08,38792.01,4,0,0,1,True,False,False,False,1.0,4,5,4,False,True,False,False,False,False,False,False
57,4657.49,0.207,696,10238.36,13.75,36,348.68,3,79351.25,74036.24,0,0,1,0,False,False,True,False,2.0,0,4,3,False,False,False,False,True,False,False,False
44,2006.03,0.15,774,33189.0,10.47,36,1078.25,4,23821.08,6688.23,0,0,1,1,False,True,False,False,0.0,0,5,2,False,False,False,False,True,False,False,False
69,1393.86,0.141,656,12752.98,17.65,36,458.81,1,24724.8,21963.51,1,0,0,1,True,False,False,False,1.0,4,4,4,False,False,True,False,False,False,False,False
39,2289.81,0.202,631,20680.26,14.57,60,487.33,5,27051.99,9455.01,2,0,0,1,False,False,True,False,2.0,0,2,4,False,False,True,False,False,False,False,False
71,6863.83,0.361,753,5352.35,14.01,60,124.57,3,61883.1,9473.58,0,0,0,1,False,False,True,False,2.0,3,1,2,False,False,True,False,False,False,False,False
45,3501.94,0.48,532,30080.27,16.82,36,1069.75,4,66430.97,12568.47,5,0,1,0,False,True,False,False,2.0,0,4,6,False,False,True,False,False,False,False,False
41,6968.6,0.18,681,9650.17,11.02,36,316.03,5,66787.46,43685.07,2,0,1,0,False,False,True,False,2.0,2,1,3,False,False,True,False,False,False,False,False
32,9351.85,0.137,683,5555.92,11.11,36,182.18,4,139058.67,65321.72,1,0,1,2,False,True,False,False,2.0,0,5,3,False,False,False,True,False,False,False,False
61,3516.15,0.111,773,500.0,9.9,36,16.11,4,66428.15,11569.8,1,0,1,0,False,False,True,False,1.0,0,5,2,True,False,False,False,False,False,False,False
53,4353.58,0.207,798,21884.48,8.19,36,687.7,3,58520.87,11237.46,1,0,1,1,False,True,False,False,2.0,2,5,2,False,False,True,False,False,False,False,False
70,5382.7,0.357,725,33342.22,10.89,36,1089.85,5,89451.54,39476.44,2,0,1,0,False,False,True,False,0.0,0,3,3,False,False,True,False,False,False,False,False
73,957.16,0.072,797,16391.54,9.94,36,528.45,8,21946.89,3120.93,3,0,1,2,False,False,True,False,1.0,0,4,2,False,False,False,True,False,False,False,False
24,2204.89,0.515,792,13731.72,11.39,60,301.24,6,23433.21,2881.06,0,0,1,0,False,True,False,False,0.0,0,4,2,False,False,True,False,False,False,False,False
62,3161.31,0.151,649,26028.59,12.28,36,868.01,4,44592.91,11123.74,1,0,1,0,False,True,False,False,3.0,0,3,4,False,False,True,False,False,False,False,False
27,6255.28,0.073,685,7062.32,9.6,36,226.56,8,68745.4,39205.84,1,0,1,0,False,False,True,False,1.0,0,5,3,False,True,False,False,False,False,False,False
42,1354.71,0.367,598,26455.83,13.15,36,893.31,5,26239.76,17612.35,5,0,0,1,False,False,True,False,3.0,3,4,5,False,False,True,False,False,False,False,False
75,5099.26,0.204,598,1308.0,16.21,36,46.12,1,73354.3,59601.23,1,0,1,0,False,True,False,False,1.0,0,4,5,False,True,False,False,False,False,False,False
53,2367.7,0.054,641,22394.28,14.87,36,774.88,7,36222.09,8160.56,1,0,1,0,False,True,False,False,2.0,2,4,4,True,False,False,False,False,False,False,False
37,4498.44,0.178,697,4059.0,10.71,36,132.33,6,69189.48,23967.12,5,0,1,0,False,True,False,False,2.0,0,4,3,False,False,True,False,False,False,False,False
44,2585.69,0.326,699,24011.0,12.67,36,805.21,3,49273.65,13237.26,0,0,0,1,False,True,False,False,2.0,3,1,3,False,False,False,True,False,False,False,False
54,2770.02,0.361,615,15066.59,16.86,36,536.12,7,44136.97,33779.19,4,0,1,0,False,False,True,False,2.0,0,4,4,False,False,False,True,False,False,False,False
48,2419.3,0.408,651,17082.37,10.12,60,363.96,7,43971.59,26705.61,2,0,1,0,False,True,False,False,2.0,0,4,4,False,False,False,False,True,False,False,False
63,2594.25,0.157,689,28089.78,11.91,60,623.56,3,42765.39,10089.35,1,0,1,1,False,True,False,False,2.0,0,2,3,False,False,True,False,False,False,False,False
61,6733.83,0.125,653,26582.69,14.65,36,916.95,4,45170.38,37791.42,1,0,0,0,False,True,False,False,2.0,2,3,4,False,False,False,True,False,False,False,False
59,1742.33,0.226,651,15377.83,11.1,36,504.18,1,22369.17,19391.38,3,0,1,1,False,True,False,False,0.0,0,4,4,False,False,True,False,False,False,False,False
42,1406.17,0.033,725,17296.01,12.46,60,388.77,6,22246.7,17036.55,2,0,1,1,False,True,False,False,3.0,2,5,3,False,False,False,False,True,False,False,False
